Authors,Title,Reject,Year,Source,Publisher,ArticleURL
"E de Quincey, C Briggs, T Kyriacou, ...",Student centred design of a learning analytics system,0,2019,… on learning analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3303772.3303793
"TC Pargman, C McGrath",Be careful what you wish for! Learning analytics and the emergence of data-driven practices in higher education,0,2019,Technology,stockholmuniversitypress.se,https://www.stockholmuniversitypress.se/site/chapters/10.16993/bbk.i/download/4803/
"M Dollinger, D Liu, N Arthars, JM Lodge",Working together in learning analytics towards the co-creation of value.,0,2019,Journal of Learning Analytics,ERIC,https://eric.ed.gov/?id=EJ1224164
"D Bruechner, J Renz, M Klingbeil",Creating a Framework for User-Centered Development and Improvement of Digital Education,0,2019,Proceedings of the Sixth (2019) ACM …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3330430.3333644
S Li,Investigating the Role of Student Ownership in the Design of Student-facing Learning Analytics Dashboards (SFLADs) in Relation to Student Perceptions of SFLADs,0,2019,,search.proquest.com,https://search.proquest.com/openview/c1090d856172dded3512cf472a0e74e6/1?pq-origsite=gscholar&cbl=18750&diss=y
K Fuchs,Cognitive Spacetime: a Contribution to Human-Centered Adaptivity in E-Learning,0,2019,,phka.bsz-bw.de,https://phka.bsz-bw.de/files/136/Cognitive-Spacetime.pdf
"K Sun, AH Mhaidli, S Watel, CA Brooks, ...",It's my data! Tensions among stakeholders of a learning analytics dashboard,0,2019,Proceedings of the 2019 …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3290605.3300824
"F Riquelme, R Nöel, R Munoz, RM Lean",How to enhance collaboration in Latin America to be more competitive worldwide? a multimodal learning analytics approach,0,2019,Proceedings of the IX Latin …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3358961.3358999
"M Vermeulen, A Karami, A Fleury, F Bouchet, ...",APACHES: Human-Centered and Project-Based Methods in Higher Education,0,2019,European Conference …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-29736-7_66
A Springer,"Accurate, Fair, and Explainable: Building Human-Centered AI",0,2019,,search.proquest.com,https://search.proquest.com/openview/ebed11153ea830f8de257f59dabb88b3/1?pq-origsite=gscholar&cbl=18750&diss=y
"K Holstein, BM McLaren, V Aleven",Co-designing a real-time classroom orchestration tool to support teacher–AI complementarity,0,2019,Journal of Learning Analytics,par.nsf.gov,https://par.nsf.gov/servlets/purl/10113028
"I Molenaar, A Horvers, RS Baker",Towards hybrid human-system regulation: Understanding children'SRL support needs in blended classrooms,0,2019,… conference on learning analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3303772.3303780
"CA Vaithilingam, RA Gamboa, SC Lim",Empowered Pedagogy: Catching up with the Future.,0,2019,Malaysian Journal of Learning and …,ERIC,https://eric.ed.gov/?id=EJ1219793
"CP Rosé, EA McLaughlin, R Liu, ...",Explanatory learner models: Why machine learning (alone) is not the answer,0,2019,British Journal of …,Wiley Online Library,https://bera-journals.onlinelibrary.wiley.com/doi/abs/10.1111/bjet.12858
"M Dollinger, JM Lodge",Co-creation strategies for learning analytics,0,2018,… international conference on learning analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170372
S Oviatt,Ten opportunities and challenges for advancing student-centered multimodal learning analytics,0,2018,Proceedings of the 20th ACM International Conference …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3242969.3243010
MG Domingo,Human-centered learning design with technology,0,2018,,dialnet.unirioja.es,https://dialnet.unirioja.es/servlet/tesis?codigo=228390
"R Martinez-Maldonado, V Echeverria, ...",Physical learning analytics: A multimodal perspective,0,2018,… on learning analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170379
"JM Gilliot, S Iksal, DM Medou, I Dabbebi",Participatory design of learning analytics dashboards,0,2018,… of the 30th Conference on l' …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3286689.3286693
"M Giannakos, K Sharma, ...",Learner-computer interaction,0,2018,Proceedings of the 10th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3240167.3240259
FSO ALHEFEITI,Society 5.0 A human-centered society that balances economic advancement with the resolution of social problems by a system that highly integrates cyberspace and …,0,2018,,bspace.buid.ac.ae,https://bspace.buid.ac.ae/handle/1234/1323
"K Mangaroska, K Sharma, M Giannakos, ...",Gaze insights into debugging behavior using learner-centred analysis,0,2018,… on learning analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170386
"C Wrigley, G Mosely, M Tomitsch",Design thinking education: a comparison of massive open online courses,0,2018,She Ji: The Journal of Design …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2405872618300145
"I Balasooriya, E Mor, ME Rodríguez",Understanding user engagement in digital education,0,2018,International Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-91152-6_1
"A Whitelock-Wainwright, D Gašević, ...",What do students want? Towards an instrument for students' evaluation of quality of learning analytics services,0,2017,… learning analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3027419
"A Gibson, R Martinez-Maldonado","That dashboard looks nice, but what does it mean? Towards making meaning explicit in learning analytics design",0,2017,… of the 29th Australian Conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3152771.3156171
"KE Arnold, N Sclater",Student perceptions of their privacy in leaning analytics applications,0,2017,… of the seventh international learning analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3027392
"D Quigley, C McNamara, T Sumner",Using learning analytics in iterative design of a digital modeling tool,0,2017,… International Learning Analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3029482
"M Bueckle, K Börner",Empowering instructors in learning management systems: Interactive heat map analytics dashboard,0,2017,Retrieved Nov,cns.iu.edu,https://cns.iu.edu/docs/publications/2016-ginda-emporing-instructors-LAK.pdf
"KE Arnold, B Karcher, CV Wright, J McKay","Student empowerment, awareness, and self-regulation through a quantified-self student tool",0,2017,… Learning Analytics & …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3027385.3029434
"C Aragon, C Hutto, A Echenique, ...",Developing a research agenda for human-centered data science,0,2016,Proceedings of the 19th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2818052.2855518
"N Valkanova, M Cukurova, A Berner, K Avramides, ...",Opening the Black Box of Practice-Based Learning: Human-Centred Design of Learning Analytics.,0,2016,CrossLAK,ceur-ws.org,http://ceur-ws.org/Vol-1601/CrossLAK16Paper8.pdf
"DYT Liu, CE Taylor, AJ Bridgeman, K Bartimote-Aufflick, ...",Empowering Instructors Through Customizable Collection and Analyses of Actionable Information.,0,2016,PCLA@ LAK,ceur-ws.org,http://ceur-ws.org/Vol-1590/paper-01.pdf
"DB Knight, C Brozina, EM Stauffer, ...",Developing a learning analytics dashboard for undergraduate engineering using participatory design,0,2015,2015 ASEE Annual …,peer.asee.org,https://peer.asee.org/developing-a-learning-analytics-dashboard-for-undergraduate-engineering-using-participatory-design
SC Brozina,Learning analytics: Understanding first-year engineering students through connected student-centered data,0,2015,,vtechworks.lib.vt.edu,https://vtechworks.lib.vt.edu/handle/10919/77865
"M Liu, A Krishna, S Buckingham Shum",Human-Centered Reflective Writing Analytics with a Deep Transfer Learning Approach,0,,Available at SSRN 3991773,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3991773
S Gadgil,Human-Centered Data Science for Educational Technology Improvement using Crowd Workers,0,,dev.stamper.org,,http://dev.stamper.org/publications/LAK19_companion_Moore_et_al.pdf
"T Carmichael, MJ Blink, J Stamper",TutorGen SCALE®-Student Centered Adaptive Learning Engine,0,,dev.stamper.org,,http://dev.stamper.org/publications/LAK19_companion_Carmichael_et_al.pdf
"Ahn, J., Campos, F., Hays, M., & DiGiacomo, D.",Designing in Context: Reaching beyond Usability in Learning Analytics Dashboard Design.,0,,"Journal of Learning Analytics, 6(2), 70-85.",,https://files.eric.ed.gov/fulltext/EJ1224124.pdf
"R Krishnan, S Nair, BS Saamuel, S Justin, C Iwendi, ...",Smart Analysis of Learners Performance Using Learning Analytics for Improving Academic Progression: A Case Study Model,1,2022,Sustainability,mdpi.com,https://www.mdpi.com/1541062
"R Krishnan, S Nair, B Saamuel, ...",using Learning Analytics,1,2022,Journal Not …,rgu-repository.worktribe.com,https://rgu-repository.worktribe.com/preview/1592298/KRISHNAN%202022%20Smart%20analysis%20of%20learners%20%28AAM%29.pdf
"S Nair, BS Saamuel, C Iwendi, C Biamba, E Ibeke","Smart Analysis of Learners Performance Using Learning Analytics for Improving Academic Progression: A Case Study Model. Sustainability 2022, 14, 3378",1,2022,,academia.edu,https://www.academia.edu/download/83074347/pdf.pdf
"F Gabriel, EB Cloude, R Azevedo",Using learning analytics to measure motivational and affective processes during self-regulated learning with advanced learning technologies,1,2022,Social and Emotional Learning and …,Springer,https://link.springer.com/chapter/10.1007/978-3-031-06333-6_6
"Z Pan, M Liu",The effects of learning analytics hint system in supporting students problem-solving,1,2022,LAK22: 12th International Learning Analytics and …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3506860.3506871
"J Galaige, GT Steele, S Binnewies, ...",A framework for designing student-facing learning analytics to support self-regulated learning,1,2022,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9782120/
"M Khalil, J Wong, E Er, M Heitmann, ...",Tweetology of Learning Analytics: What does Twitter tell us about the trends and development of the field?,1,2022,… Learning Analytics and …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3506860.3506914
"Y Ma, M Celepkolu, KE Boyer",Detecting Impasse During Collaborative Problem Solving with Multimodal Learning Analytics,1,2022,… : 12th International Learning Analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3506860.3506865
"XV Li, MB Rosson, J Robert","A Scenario-based Exploration of Expected Usefulness, Privacy Concerns, and Adoption Likelihood of Learning Analytics",1,2022,Proceedings of the Ninth ACM Conference …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3491140.3528271
A Kulkarni,AI-Enabled Classroom Tool for Visual Learning Analytics,1,2022,,search.proquest.com,https://search.proquest.com/openview/422b1974f8d87d65d4f51b45f7a901d0/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y
"K Williamson, R Kizilcec","A review of learning analytics dashboard research in higher education: Implications for justice, equity, diversity, and inclusion",1,2022,LAK22: 12th International Learning Analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3506860.3506900
"R Tsoni, D Kalles, V Verykios",A Data Pipeline Approach for Building Learning Analytics Dashboards,1,2022,… of the 12th Hellenic Conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3549737.3549774
"M Barrett, E Czerwinski, J Goodell, ...",Learning Engineering Uses Data (Part 2): Analytics,1,2022,Learning …,api.taylorfrancis.com,https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.4324/9781003276579-10&type=chapterpdf
S Konomi,Big data for humans or humans for big data?: a human-data interaction perspective,1,2022,CEUR Workshop Proceedings,ceur-ws.org,http://ceur-ws.org/Vol-3136/paper-5.pdf
"A Ouatiq, B Riyami, K Mansouri, ...",Towards the Co-Design of a Teachers' Dashboards in a Hybrid Learning Environment,1,2022,… Research in Applied …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9738149/
"H Lahza, H Khosravi, G Demartini, ...",Effects of Technological Interventions for Self-regulation: A Control Experiment in Learnersourcing,1,2022,… Learning Analytics and …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3506860.3506911
JAR Valiente,Unveiling the Potential of Learning Analytics in Game-Based Learning: Case Studies With a Geometry Game,1,2022,Handbook of Research on Promoting Economic and …,igi-global.com,https://www.igi-global.com/chapter/unveiling-the-potential-of-learning-analytics-in-game-based-learning/300642
"W Mayrhofer, G Schneikart, C Fischer, ...",Measuring learning efficacy of training modules for cobots,1,2022,12th Conference on …,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4073303
"T Nazaretsky, M Cukurova, G Alexandron",An Instrument for Measuring Teachers' Trust in AI-Based Educational Technology,1,2022,… learning analytics and …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3506860.3506866
"S Moore, J Stamper, C Brooks, P Denny, ...",Learnersourcing: Student-generated Content@ Scale,1,2022,Proceedings of the Ninth …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3491140.3528286
"A Barana, M Marchisio",A Model for the Analysis of the Interactions in a Digital Learning Environment During Mathematical Activities,1,2022,International Conference on Computer Supported …,Springer,https://link.springer.com/chapter/10.1007/978-3-031-14756-2_21
"D Ifenthaler, JYK Yau",Analytics for Supporting Teaching Success in Higher Education: A Systematic Review,1,2022,2022 IEEE Global Engineering …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9766734/
"J Zhong, Y Zheng",Empowering Future Education: Learning in the Edu-Metaverse,1,2022,2022 International Symposium on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9867076/
AJA Alnagrat,Virtual Transformations in Human Learning Environment: An Extended Reality Approach,1,2022,Journal of Human Centered Technology,humentech.utm.my,https://humentech.utm.my/index.php/humentech/article/view/26
